time,weathercode,temperature_2m_max,temperature_2m_min,temperature_2m_mean,apparent_temperature_mean,precipitation_sum,rain_sum,precipitation_hours,windspeed_10m_max,et0_fao_evapotranspiration
2010-01-01,2,22.5,11.1,16.6,16.6,0.0,0.0,0.0,6.8,2.54
2010-01-02,0,24.6,10.6,17.4,17.5,0.0,0.0,0.0,8.2,2.83
2010-01-03,1,25.2,11.0,17.7,18.3,0.0,0.0,0.0,6.4,2.87
2010-01-04,1,23.5,10.6,17.1,17.7,0.0,0.0,0.0,6.4,2.67
2010-01-05,1,23.5,10.9,16.8,17.0,0.0,0.0,0.0,7.4,2.66
2010-01-06,1,24.1,10.8,17.3,18.0,0.0,0.0,0.0,5.7,2.73
2010-01-07,1,26.4,11.0,18.6,19.2,0.0,0.0,0.0,7.0,2.89
2010-01-08,0,26.5,11.4,18.5,18.3,0.0,0.0,0.0,7.2,3.02
2010-01-09,0,25.0,11.0,17.7,18.0,0.0,0.0,0.0,6.1,2.88
2010-01-10,0,24.1,10.8,17.2,17.4,0.0,0.0,0.0,5.9,2.86
2010-01-11,2,23.1,11.0,16.8,17.1,0.0,0.0,0.0,6.2,2.74
2010-01-12,2,22.6,10.0,16.4,16.6,0.0,0.0,0.0,5.6,2.67
2010-01-13,2,23.3,9.9,17.3,17.8,0.0,0.0,0.0,5.2,2.74
2010-01-14,1,24.4,12.8,18.4,19.2,0.0,0.0,0.0,7.0,2.66
2010-01-15,1,25.5,11.8,18.1,18.9,0.0,0.0,0.0,7.4,2.86
2010-01-16,2,25.4,11.5,18.3,19.4,0.0,0.0,0.0,6.9,2.95
2010-01-17,1,25.7,12.1,18.9,20.0,0.0,0.0,0.0,6.8,2.98
2010-01-18,2,26.4,12.2,19.3,20.2,0.0,0.0,0.0,6.8,2.95
2010-01-19,1,25.7,13.3,19.1,20.1,0.0,0.0,0.0,6.7,2.7
2010-01-20,0,25.8,13.1,19.3,20.3,0.0,0.0,0.0,7.6,3.06
2010-01-21,1,26.6,12.6,19.3,20.6,0.0,0.0,0.0,7.3,3.09
2010-01-22,1,26.3,12.5,19.0,19.9,0.0,0.0,0.0,6.3,2.97
2010-01-23,0,26.2,11.7,19.0,19.7,0.0,0.0,0.0,4.5,3.1
2010-01-24,1,26.5,11.1,18.7,18.6,0.0,0.0,0.0,8.6,3.24
2010-01-25,1,27.2,11.7,19.2,19.3,0.0,0.0,0.0,7.6,3.13
2010-01-26,0,25.4,11.6,18.2,18.6,0.0,0.0,0.0,5.8,3.16
2010-01-27,0,25.8,11.4,18.4,18.6,0.0,0.0,0.0,8.0,3.21
2010-01-28,1,26.0,11.2,18.4,18.7,0.0,0.0,0.0,7.7,3.23
2010-01-29,0,26.0,11.2,18.4,18.5,0.0,0.0,0.0,6.6,3.34
2010-01-30,0,24.9,11.3,17.8,18.0,0.0,0.0,0.0,7.0,3.19
2010-01-31,0,25.1,10.7,17.8,17.9,0.0,0.0,0.0,7.1,3.18
2010-02-01,1,25.0,10.5,17.4,17.5,0.0,0.0,0.0,6.9,3.26
2010-02-02,0,24.8,10.7,17.3,17.1,0.0,0.0,0.0,7.0,3.35
2010-02-03,0,25.3,10.7,17.4,17.0,0.0,0.0,0.0,8.6,3.51
2010-02-04,1,24.6,10.1,17.1,16.4,0.0,0.0,0.0,6.6,3.45
2010-02-05,0,24.3,10.0,16.7,16.1,0.0,0.0,0.0,7.8,3.48
2010-02-06,0,25.3,10.2,17.7,17.5,0.0,0.0,0.0,7.7,3.46
2010-02-07,0,26.9,11.3,19.2,19.8,0.0,0.0,0.0,7.1,3.53
2010-02-08,1,26.2,12.1,19.2,19.7,0.0,0.0,0.0,5.6,3.48
2010-02-09,1,25.7,12.9,19.7,20.5,0.0,0.0,0.0,6.5,2.95
2010-02-10,1,27.4,13.9,20.8,22.0,0.0,0.0,0.0,8.6,3.32
2010-02-11,1,28.1,14.2,20.8,21.9,0.0,0.0,0.0,7.4,3.7
2010-02-12,1,28.0,13.8,20.5,21.3,0.0,0.0,0.0,8.3,3.76
2010-02-13,1,27.3,14.1,20.9,21.7,0.0,0.0,0.0,10.5,3.38
2010-02-14,0,28.0,14.3,21.6,22.2,0.0,0.0,0.0,13.4,3.96
2010-02-15,0,28.4,13.9,20.8,20.7,0.0,0.0,0.0,10.6,4.12
2010-02-16,51,28.5,13.7,22.0,22.7,0.1,0.1,1.0,9.8,3.6
2010-02-17,53,28.8,17.3,22.2,24.3,2.7,2.7,5.0,9.7,3.45
2010-02-18,2,27.1,11.9,19.8,19.6,0.0,0.0,0.0,12.5,3.92
2010-02-19,1,26.5,11.8,18.8,18.5,0.0,0.0,0.0,8.2,3.97
2010-02-20,0,26.9,12.5,19.7,20.0,0.0,0.0,0.0,9.7,3.9
2010-02-21,1,27.0,13.0,20.0,20.3,0.0,0.0,0.0,6.7,3.81
2010-02-22,1,27.7,13.9,21.0,21.6,0.0,0.0,0.0,6.7,3.8
2010-02-23,1,27.5,15.3,21.0,21.8,0.0,0.0,0.0,8.2,3.57
2010-02-24,61,28.4,15.1,21.9,23.5,8.9,8.9,11.0,11.3,3.66
2010-02-25,51,26.4,17.1,21.4,23.8,0.6,0.6,3.0,6.9,2.82
2010-02-26,2,26.6,16.3,21.2,23.4,0.0,0.0,0.0,7.4,3.39
2010-02-27,51,27.7,16.6,22.3,23.8,0.2,0.2,1.0,8.7,3.49
2010-02-28,51,28.2,16.9,22.4,23.7,0.4,0.4,2.0,6.9,3.39
2010-03-01,1,28.8,16.8,22.9,24.5,0.0,0.0,0.0,6.6,3.56
2010-03-02,2,30.2,17.5,23.7,26.4,0.0,0.0,0.0,11.6,4.07
2010-03-03,51,31.8,19.4,24.9,27.2,0.3,0.3,2.0,10.6,3.98
2010-03-04,61,30.6,19.7,24.3,27.1,7.1,7.1,14.0,8.7,3.27
2010-03-05,63,28.3,20.9,23.2,27.3,33.2,33.2,21.0,6.0,2.32
2010-03-06,55,28.7,21.3,24.2,28.7,8.0,8.0,20.0,8.0,3.09
2010-03-07,53,29.6,20.2,24.2,28.6,1.9,1.9,7.0,8.2,3.2
2010-03-08,51,30.3,16.5,23.5,26.9,0.1,0.1,1.0,6.6,4.19
2010-03-09,0,29.4,15.4,22.3,24.7,0.0,0.0,0.0,5.6,4.43
2010-03-10,0,29.2,14.6,21.6,23.3,0.0,0.0,0.0,6.1,4.54
2010-03-11,0,29.1,14.2,21.2,22.6,0.0,0.0,0.0,7.2,4.52
2010-03-12,0,28.8,13.9,21.2,22.6,0.0,0.0,0.0,6.4,4.53
2010-03-13,1,28.7,14.9,21.7,23.4,0.0,0.0,0.0,6.6,4.19
2010-03-14,0,29.7,15.4,23.3,25.9,0.0,0.0,0.0,7.3,4.4
2010-03-15,63,27.6,17.5,22.0,24.1,16.1,16.1,10.0,12.3,3.4
2010-03-16,1,30.5,17.1,23.8,25.8,0.0,0.0,0.0,8.1,4.66
2010-03-17,0,32.2,17.3,25.0,26.7,0.0,0.0,0.0,8.3,4.97
2010-03-18,0,32.8,16.9,25.5,27.6,0.0,0.0,0.0,9.2,4.95
2010-03-19,1,31.7,17.1,24.5,26.6,0.0,0.0,0.0,8.2,4.87
2010-03-20,0,32.1,17.4,25.0,27.9,0.0,0.0,0.0,7.3,4.95
2010-03-21,0,32.9,18.4,26.2,29.3,0.0,0.0,0.0,7.6,5.06
2010-03-22,51,32.0,19.5,26.2,29.4,0.1,0.1,1.0,6.8,4.33
2010-03-23,53,32.5,22.0,26.4,30.4,4.6,4.6,17.0,7.6,3.69
2010-03-24,53,32.5,23.1,26.4,31.1,6.2,6.2,22.0,9.8,3.16
2010-03-25,51,31.4,22.4,26.5,30.9,2.2,2.2,11.0,10.8,3.26
2010-03-26,63,32.6,22.4,26.8,30.8,9.0,9.0,6.0,9.2,3.95
2010-03-27,63,29.3,20.1,23.8,27.5,50.3,50.3,24.0,12.1,2.81
2010-03-28,65,23.8,19.6,20.9,23.0,112.2,112.2,24.0,14.7,1.59
2010-03-29,65,24.7,19.6,21.7,24.7,72.7,72.7,24.0,9.9,1.78
2010-03-30,65,21.6,19.6,20.5,23.0,123.3,123.3,24.0,10.0,1.07
2010-03-31,65,23.2,19.9,21.3,24.4,75.0,75.0,24.0,9.2,1.54
2010-04-01,65,27.4,20.3,23.1,26.7,69.6,69.6,24.0,10.1,2.8
2010-04-02,63,23.9,20.9,22.3,26.1,89.0,89.0,24.0,9.1,1.4
2010-04-03,65,29.1,21.4,24.9,29.8,26.7,26.7,23.0,7.6,2.74
2010-04-04,63,30.0,21.6,25.1,30.2,25.7,25.7,24.0,8.0,3.42
2010-04-05,61,31.0,22.9,26.2,31.9,17.4,17.4,24.0,9.4,3.49
2010-04-06,61,32.3,22.8,26.7,32.2,9.7,9.7,11.0,9.9,3.57
2010-04-07,51,31.6,21.7,26.5,31.6,0.3,0.3,2.0,7.8,4.4
2010-04-08,51,32.7,21.4,27.6,32.6,0.3,0.3,2.0,5.2,5.11
2010-04-09,51,31.0,22.9,26.8,31.9,0.9,0.9,3.0,6.9,4.22
2010-04-10,53,31.9,22.7,27.0,32.4,5.4,5.4,18.0,7.7,3.65
2010-04-11,61,31.5,24.4,27.0,32.7,11.3,11.3,24.0,11.1,3.68
2010-04-12,53,30.8,24.8,26.7,32.4,6.2,6.2,18.0,6.1,3.28
2010-04-13,65,30.0,22.2,26.2,31.3,36.8,36.8,24.0,9.8,2.99
2010-04-14,65,30.2,22.1,25.5,30.4,29.0,29.0,14.0,9.2,2.72
2010-04-15,51,30.9,22.6,26.6,32.2,0.6,0.6,4.0,5.4,3.5
2010-04-16,63,31.0,22.8,26.1,31.6,14.6,14.6,11.0,8.3,3.63
2010-04-17,63,27.3,22.4,24.2,28.2,40.0,40.0,21.0,11.3,1.66
2010-04-18,65,26.8,22.3,23.4,27.2,95.0,95.0,24.0,10.9,1.15
2010-04-19,65,25.7,21.7,23.1,27.3,168.8,168.8,24.0,9.0,0.94
2010-04-20,65,23.3,21.6,22.4,26.1,168.0,168.0,24.0,11.3,1.13
2010-04-21,63,29.0,21.9,24.5,28.9,37.3,37.3,24.0,13.9,2.21
2010-04-22,63,30.6,22.0,25.9,31.2,26.6,26.6,24.0,9.3,3.1
2010-04-23,61,31.0,21.9,25.6,30.7,20.0,20.0,23.0,8.7,3.81
2010-04-24,65,26.5,20.1,22.7,25.9,106.7,106.7,24.0,11.6,2.06
2010-04-25,65,29.5,20.1,23.9,27.9,102.1,102.1,24.0,10.9,2.98
2010-04-26,65,29.8,21.2,23.8,27.7,48.3,48.3,17.0,13.0,3.0
2010-04-27,63,28.4,21.2,24.5,28.1,8.0,8.0,10.0,9.4,2.65
2010-04-28,63,30.3,21.3,25.6,30.0,8.8,8.8,8.0,7.1,3.75
2010-04-29,63,30.0,21.5,24.5,29.2,7.6,7.6,8.0,8.4,3.06
2010-04-30,61,29.8,22.1,26.0,31.1,7.9,7.9,13.0,5.2,3.89
2010-05-01,61,30.7,23.0,26.6,32.1,7.6,7.6,12.0,4.6,3.64
2010-05-02,61,29.9,24.0,26.3,32.0,5.2,5.2,10.0,5.1,3.42
2010-05-03,63,30.8,22.8,25.7,31.2,24.5,24.5,18.0,9.2,3.03
2010-05-04,63,30.4,22.8,25.3,30.5,18.8,18.8,16.0,8.4,2.55
2010-05-05,61,31.2,22.3,25.8,31.1,16.8,16.8,17.0,6.1,4.13
2010-05-06,63,31.2,22.7,26.5,31.7,12.7,12.7,8.0,7.6,3.85
2010-05-07,63,30.1,22.9,25.3,30.4,24.9,24.9,19.0,6.4,3.14
2010-05-08,63,27.7,22.1,24.2,29.1,33.6,33.6,23.0,6.4,1.97
2010-05-09,65,25.6,22.1,23.3,27.8,58.1,58.1,24.0,7.8,1.56
2010-05-10,65,25.3,22.5,23.8,28.5,68.8,68.8,24.0,8.0,1.42
2010-05-11,63,29.7,23.0,25.2,30.6,46.8,46.8,24.0,7.6,2.34
2010-05-12,63,28.3,24.2,26.0,32.0,51.3,51.3,24.0,7.3,2.37
2010-05-13,63,28.0,23.7,25.6,30.9,43.3,43.3,24.0,9.8,2.22
2010-05-14,65,30.0,24.5,27.1,33.2,40.9,40.9,20.0,7.9,2.62
2010-05-15,65,30.2,24.2,26.2,31.9,52.7,52.7,19.0,7.0,2.41
2010-05-16,63,30.5,22.9,26.7,31.9,10.1,10.1,10.0,8.0,2.87
2010-05-17,61,32.0,23.4,27.9,33.4,3.5,3.5,6.0,8.9,4.73
2010-05-18,55,32.1,24.0,28.2,34.0,4.8,4.8,10.0,5.9,4.54
2010-05-19,63,30.5,24.4,26.6,32.4,28.5,28.5,20.0,7.9,3.32
2010-05-20,63,30.0,23.4,26.0,31.5,70.2,70.2,24.0,15.0,2.09
2010-05-21,65,26.4,23.0,24.4,29.7,61.5,61.5,24.0,12.6,1.11
2010-05-22,53,28.9,23.1,25.8,31.2,4.0,4.0,15.0,8.2,2.6
2010-05-23,55,31.0,24.1,26.4,32.5,10.9,10.9,21.0,6.2,3.18
2010-05-24,63,31.3,23.3,25.5,30.7,23.2,23.2,24.0,10.6,2.64
2010-05-25,65,29.9,23.3,26.0,31.2,43.7,43.7,24.0,7.4,3.07
2010-05-26,63,25.3,22.8,23.9,28.5,37.1,37.1,24.0,8.1,1.28
2010-05-27,63,28.4,22.9,25.2,30.3,44.3,44.3,22.0,9.1,2.52
2010-05-28,63,27.2,23.5,25.1,30.5,47.3,47.3,24.0,6.9,1.28
2010-05-29,61,29.0,24.1,26.0,31.4,8.4,8.4,22.0,9.3,3.43
2010-05-30,63,28.7,24.1,25.9,31.5,30.7,30.7,23.0,6.2,2.28
2010-05-31,65,26.1,23.7,24.7,30.4,71.0,71.0,24.0,7.0,1.31
2010-06-01,63,28.5,23.8,25.4,30.9,58.0,58.0,24.0,7.8,1.95
2010-06-02,63,30.4,23.8,25.7,31.2,58.7,58.7,22.0,7.4,2.22
2010-06-03,63,30.8,23.5,25.6,31.2,66.8,66.8,24.0,11.0,2.22
2010-06-04,65,25.3,23.4,24.2,29.5,98.8,98.8,24.0,7.3,1.1
2010-06-05,63,25.5,23.4,24.3,29.7,74.8,74.8,24.0,5.9,0.93
2010-06-06,65,29.5,23.9,26.6,32.7,123.1,123.1,24.0,9.2,2.01
2010-06-07,63,31.1,24.0,26.7,32.9,80.5,80.5,24.0,10.8,2.77
2010-06-08,63,29.2,24.1,25.9,32.2,47.2,47.2,24.0,6.4,1.7
2010-06-09,63,31.3,24.8,26.9,33.4,24.3,24.3,24.0,5.4,2.65
2010-06-10,61,30.3,24.4,26.8,33.0,13.0,13.0,19.0,5.2,2.41
2010-06-11,55,31.9,24.8,27.5,34.0,7.6,7.6,18.0,5.4,3.85
2010-06-12,61,31.8,24.5,27.0,33.1,16.5,16.5,19.0,7.7,3.36
2010-06-13,63,27.0,24.3,25.5,31.4,33.5,33.5,24.0,8.5,1.17
2010-06-14,63,26.6,24.3,24.9,30.2,44.1,44.1,24.0,10.9,0.95
2010-06-15,61,30.4,24.4,26.7,32.4,11.7,11.7,16.0,7.3,2.68
2010-06-16,63,26.1,24.5,25.4,31.4,34.3,34.3,24.0,6.7,1.02
2010-06-17,61,29.9,25.1,26.7,32.8,19.4,19.4,20.0,7.4,2.13
2010-06-18,63,29.7,25.1,26.7,32.6,33.9,33.9,24.0,11.4,1.91
2010-06-19,63,27.0,24.7,25.6,31.8,34.1,34.1,24.0,5.4,0.8
2010-06-20,63,25.7,24.7,25.2,31.3,92.1,92.1,24.0,5.4,0.56
2010-06-21,63,29.2,24.5,26.2,32.2,31.3,31.3,23.0,6.6,1.42
2010-06-22,63,29.1,24.6,26.4,32.5,22.0,22.0,23.0,6.5,1.74
2010-06-23,65,31.1,24.7,27.1,33.5,37.8,37.8,21.0,5.6,2.31
2010-06-24,65,28.7,25.3,26.5,32.6,101.7,101.7,24.0,5.6,1.26
2010-06-25,63,32.0,25.4,28.0,34.1,28.0,28.0,18.0,9.7,4.17
2010-06-26,63,27.6,25.2,26.2,32.1,62.5,62.5,24.0,8.4,0.93
2010-06-27,63,29.8,24.5,26.5,32.5,32.7,32.7,24.0,8.7,1.79
2010-06-28,63,29.8,24.7,26.6,32.8,71.3,71.3,24.0,9.9,1.18
2010-06-29,63,26.0,25.1,25.5,31.6,81.8,81.8,24.0,9.7,0.85
2010-06-30,63,29.5,24.7,26.9,33.4,54.8,54.8,24.0,5.5,2.04
2010-07-01,63,29.4,24.8,26.6,32.8,36.8,36.8,22.0,6.2,1.63
2010-07-02,61,30.6,24.9,27.2,33.4,22.3,22.3,20.0,5.6,2.56
2010-07-03,63,32.0,25.1,27.7,34.1,18.3,18.3,19.0,9.5,3.86
2010-07-04,63,31.3,25.2,27.6,34.1,26.4,26.4,21.0,5.1,3.15
2010-07-05,63,31.2,25.1,27.6,33.8,18.9,18.9,20.0,6.6,3.26
2010-07-06,63,31.6,24.7,27.3,33.5,28.7,28.7,24.0,7.6,3.29
2010-07-07,63,31.1,24.9,27.0,33.3,16.5,16.5,23.0,7.2,2.75
2010-07-08,61,31.0,25.0,27.8,33.6,11.7,11.7,18.0,11.6,3.72
2010-07-09,63,32.6,25.5,27.5,33.6,24.3,24.3,22.0,7.9,3.33
2010-07-10,61,31.3,25.5,27.7,33.6,24.8,24.8,21.0,9.3,3.12
2010-07-11,63,30.0,25.2,26.6,32.6,34.6,34.6,24.0,8.2,1.7
2010-07-12,63,25.9,24.8,25.4,31.0,55.9,55.9,24.0,9.8,0.75
2010-07-13,61,29.9,25.4,26.9,33.0,21.1,21.1,23.0,8.4,1.81
2010-07-14,61,31.9,25.6,28.0,34.7,8.4,8.4,17.0,5.0,2.98
2010-07-15,61,31.0,25.6,27.8,34.6,14.4,14.4,20.0,5.0,3.08
2010-07-16,63,31.0,25.5,27.9,34.5,19.0,19.0,16.0,7.6,2.76
2010-07-17,61,31.3,25.9,28.0,34.9,19.7,19.7,23.0,4.8,3.07
2010-07-18,61,30.8,25.3,27.4,34.0,21.7,21.7,24.0,6.6,2.46
2010-07-19,63,29.5,24.8,26.3,32.6,26.8,26.8,24.0,8.6,1.52
2010-07-20,63,29.5,24.9,26.4,32.7,47.3,47.3,24.0,8.2,1.78
2010-07-21,61,29.9,24.8,26.4,32.5,22.0,22.0,24.0,5.2,1.7
2010-07-22,61,30.0,25.0,26.8,33.3,19.8,19.8,24.0,5.1,2.0
2010-07-23,61,32.0,25.7,27.9,34.4,17.2,17.2,23.0,6.1,3.33
2010-07-24,61,31.0,25.6,27.7,33.7,15.7,15.7,15.0,6.9,2.45
2010-07-25,63,32.8,25.5,28.1,34.4,23.9,23.9,19.0,9.3,3.53
2010-07-26,61,31.8,25.5,28.3,34.3,9.5,9.5,16.0,8.6,3.59
2010-07-27,63,32.2,25.9,28.3,35.0,16.4,16.4,18.0,7.0,3.54
2010-07-28,63,32.8,25.8,28.8,35.6,15.7,15.7,16.0,9.8,4.19
2010-07-29,63,28.1,25.0,26.5,32.7,32.7,32.7,22.0,6.0,1.62
2010-07-30,65,29.5,24.9,25.8,31.6,53.5,53.5,24.0,6.5,1.44
2010-07-31,63,26.2,24.8,25.4,31.3,52.1,52.1,24.0,8.0,0.73
2010-08-01,61,30.0,24.8,26.8,32.9,14.7,14.7,21.0,5.6,2.37
2010-08-02,63,32.5,24.8,27.8,34.6,21.2,21.2,19.0,5.1,4.53
2010-08-03,61,31.6,25.1,27.6,34.1,19.2,19.2,23.0,5.3,3.57
2010-08-04,61,31.4,25.2,27.8,34.1,11.9,11.9,16.0,6.5,3.15
2010-08-05,63,32.5,25.3,28.2,34.9,18.5,18.5,12.0,10.2,4.39
2010-08-06,61,31.6,25.3,28.0,34.1,7.2,7.2,15.0,7.9,3.91
2010-08-07,53,31.5,25.4,28.4,35.0,3.6,3.6,13.0,7.3,4.2
2010-08-08,61,32.0,25.8,28.4,35.3,9.6,9.6,13.0,6.5,3.64
2010-08-09,55,32.2,26.1,28.8,35.8,4.5,4.5,12.0,4.6,3.7
2010-08-10,61,32.6,26.3,29.3,36.3,6.4,6.4,12.0,8.0,4.34
2010-08-11,63,31.5,25.4,28.2,35.2,19.2,19.2,20.0,7.6,3.24
2010-08-12,63,30.8,25.4,27.7,34.2,26.6,26.6,20.0,5.0,2.77
2010-08-13,65,29.4,25.7,26.9,33.5,52.1,52.1,22.0,7.0,1.77
2010-08-14,61,31.0,25.1,27.0,33.3,21.9,21.9,24.0,8.1,2.52
2010-08-15,63,29.6,25.1,26.8,33.2,30.3,30.3,23.0,6.9,1.68
2010-08-16,63,30.4,25.3,26.9,33.0,28.1,28.1,24.0,8.4,1.95
2010-08-17,65,29.3,25.4,26.4,32.6,36.9,36.9,24.0,8.7,1.39
2010-08-18,61,29.2,25.3,26.8,32.8,16.3,16.3,23.0,6.4,2.29
2010-08-19,63,27.4,25.1,25.8,31.7,41.6,41.6,24.0,5.2,1.12
2010-08-20,63,28.6,25.1,26.4,32.5,37.0,37.0,23.0,9.4,1.45
2010-08-21,61,28.8,24.5,26.6,32.7,24.3,24.3,24.0,9.4,1.99
2010-08-22,63,29.9,24.7,26.3,32.6,37.5,37.5,24.0,5.4,1.77
2010-08-23,61,30.7,24.7,27.3,33.8,10.3,10.3,15.0,4.7,2.37
2010-08-24,61,32.7,25.4,28.7,35.4,14.3,14.3,10.0,5.8,4.21
2010-08-25,65,30.9,25.2,27.3,33.8,33.4,33.4,22.0,7.1,2.62
2010-08-26,65,31.1,25.2,27.2,33.5,50.4,50.4,19.0,6.2,2.24
2010-08-27,63,31.0,25.0,27.2,33.5,22.8,22.8,23.0,6.9,2.76
2010-08-28,65,27.1,24.9,25.8,32.0,59.7,59.7,24.0,5.7,0.88
2010-08-29,55,31.4,25.1,28.2,34.7,8.2,8.2,14.0,5.3,3.49
2010-08-30,63,30.5,25.3,27.2,33.4,21.9,21.9,20.0,6.9,2.35
2010-08-31,61,29.3,25.2,26.8,32.9,12.2,12.2,18.0,5.4,2.12
2010-09-01,61,30.5,25.4,27.6,33.9,8.8,8.8,15.0,5.0,2.55
2010-09-02,61,31.5,25.5,28.3,35.0,12.4,12.4,10.0,4.8,3.73
2010-09-03,63,30.4,25.0,27.4,34.0,20.4,20.4,19.0,5.4,3.17
2010-09-04,61,29.4,24.9,26.5,32.8,21.1,21.1,23.0,4.4,1.88
2010-09-05,63,30.6,25.2,27.2,33.6,14.0,14.0,22.0,3.9,2.85
2010-09-06,55,29.7,25.0,27.0,33.2,6.9,6.9,18.0,5.0,2.37
2010-09-07,55,30.9,25.0,27.9,34.3,4.4,4.4,10.0,4.3,3.59
2010-09-08,61,30.4,25.3,27.4,33.6,15.9,15.9,20.0,5.7,2.92
2010-09-09,63,29.6,24.5,26.4,32.5,23.9,23.9,22.0,7.4,1.92
2010-09-10,61,27.7,24.3,25.7,31.6,13.7,13.7,23.0,6.8,1.43
2010-09-11,55,29.0,24.3,26.2,32.1,5.6,5.6,13.0,5.8,1.79
2010-09-12,63,30.6,24.9,27.3,33.5,8.3,8.3,16.0,6.2,3.25
2010-09-13,61,29.5,24.6,26.1,32.1,17.9,17.9,22.0,5.2,2.25
2010-09-14,61,29.1,24.6,25.9,31.6,19.7,19.7,24.0,5.6,1.9
2010-09-15,61,29.8,24.6,26.1,31.8,15.9,15.9,24.0,4.4,2.07
2010-09-16,53,29.2,24.7,26.8,32.5,3.7,3.7,12.0,6.2,2.74
2010-09-17,61,31.3,24.7,27.4,33.3,8.8,8.8,14.0,7.2,3.72
2010-09-18,63,29.1,24.4,26.5,32.3,17.5,17.5,16.0,4.8,2.53
2010-09-19,63,30.7,24.0,26.5,32.5,30.2,30.2,20.0,5.1,3.07
2010-09-20,63,28.1,24.1,25.2,30.9,18.3,18.3,24.0,5.1,1.55
2010-09-21,61,27.9,24.0,25.4,31.1,13.7,13.7,22.0,4.6,1.47
2010-09-22,55,30.6,24.3,27.1,33.4,4.2,4.2,8.0,6.1,3.66
2010-09-23,61,32.0,24.5,27.6,34.2,10.0,10.0,17.0,6.2,4.15
2010-09-24,61,30.3,24.3,26.0,31.8,15.9,15.9,22.0,4.5,2.25
2010-09-25,63,27.7,24.2,25.3,31.0,36.9,36.9,24.0,5.2,1.48
2010-09-26,63,27.3,24.0,25.3,31.0,17.7,17.7,20.0,6.0,1.52
2010-09-27,63,29.6,24.0,25.7,31.6,27.7,27.7,23.0,5.6,2.03
2010-09-28,61,29.3,23.6,25.9,31.5,5.0,5.0,6.0,6.7,2.31
2010-09-29,51,31.9,23.1,27.5,33.4,0.1,0.1,1.0,5.6,4.2
2010-09-30,53,31.4,23.9,27.2,33.3,1.3,1.3,4.0,7.0,3.76
2010-10-01,53,30.8,24.3,27.2,33.5,1.7,1.7,6.0,4.5,3.53
2010-10-02,51,32.3,24.0,28.2,34.2,0.5,0.5,2.0,5.0,4.02
2010-10-03,1,32.8,24.1,28.4,34.1,0.0,0.0,0.0,6.3,4.28
2010-10-04,61,33.6,24.9,28.5,34.6,4.6,4.6,5.0,6.9,4.3
2010-10-05,63,32.9,23.5,27.5,33.3,15.3,15.3,12.0,6.5,3.91
2010-10-06,53,28.0,23.6,25.8,31.1,4.1,4.1,16.0,5.9,1.44
2010-10-07,63,28.1,22.9,24.5,28.6,45.0,45.0,19.0,10.0,1.27
2010-10-08,65,24.4,22.8,23.5,27.1,160.0,160.0,24.0,13.9,0.67
2010-10-09,61,27.3,22.2,24.6,29.3,8.5,8.5,10.0,9.3,1.99
2010-10-10,53,29.4,22.1,25.2,30.1,2.6,2.6,11.0,6.7,3.18
2010-10-11,1,30.2,22.0,25.7,30.4,0.0,0.0,0.0,6.9,3.56
2010-10-12,2,30.8,21.1,26.6,31.1,0.0,0.0,0.0,5.8,3.3
2010-10-13,53,31.6,23.8,27.7,32.7,0.5,0.5,1.0,6.9,3.26
2010-10-14,51,32.5,24.7,27.7,33.5,2.0,2.0,8.0,7.8,2.46
2010-10-15,63,32.4,24.6,27.3,33.3,23.6,23.6,16.0,6.5,3.22
2010-10-16,53,29.3,24.3,26.3,32.3,2.3,2.3,6.0,5.8,2.23
2010-10-17,55,30.2,24.3,26.8,33.0,2.2,2.2,5.0,4.7,3.07
2010-10-18,2,31.7,23.7,27.5,33.0,0.0,0.0,0.0,6.8,3.67
2010-10-19,1,32.9,23.3,28.0,33.8,0.0,0.0,0.0,5.8,3.86
2010-10-20,51,32.2,23.1,27.3,32.7,0.1,0.1,1.0,7.8,3.76
2010-10-21,51,31.2,23.1,26.9,32.2,0.7,0.7,3.0,7.3,3.59
2010-10-22,61,29.9,23.4,26.2,31.3,2.5,2.5,4.0,6.6,2.84
2010-10-23,51,30.9,22.9,26.7,31.7,0.9,0.9,4.0,7.0,3.47
2010-10-24,53,29.4,22.8,25.3,30.4,4.4,4.4,14.0,4.9,2.65
2010-10-25,1,29.5,22.8,25.3,30.0,0.0,0.0,0.0,6.1,2.95
2010-10-26,51,28.5,21.5,25.2,29.7,0.1,0.1,1.0,6.2,1.6
2010-10-27,2,29.3,20.6,25.1,29.2,0.0,0.0,0.0,6.3,3.1
2010-10-28,1,28.7,20.2,23.9,27.3,0.0,0.0,0.0,5.1,3.49
2010-10-29,0,30.0,19.0,24.0,26.9,0.0,0.0,0.0,7.0,3.64
2010-10-30,1,30.9,18.8,25.1,28.1,0.0,0.0,0.0,7.4,3.73
2010-10-31,1,30.0,19.6,25.2,29.2,0.0,0.0,0.0,5.8,3.47
2010-11-01,53,27.3,20.7,24.5,28.3,2.9,2.9,8.0,6.3,1.85
2010-11-02,53,25.6,21.2,22.8,26.1,1.9,1.9,5.0,4.4,1.2
2010-11-03,0,28.7,20.8,24.4,28.0,0.0,0.0,0.0,5.7,3.05
2010-11-04,0,29.7,20.1,24.7,28.3,0.0,0.0,0.0,6.4,3.39
2010-11-05,0,30.6,19.5,24.9,28.0,0.0,0.0,0.0,6.9,3.51
