time,weathercode,temperature_2m_max,temperature_2m_min,temperature_2m_mean,apparent_temperature_mean,precipitation_sum,rain_sum,precipitation_hours,windspeed_10m_max,et0_fao_evapotranspiration
2013-05-12,63,29.3,21.9,25.2,30.2,23.3,23.3,22.0,6.8,2.75
2013-05-13,63,29.6,22.0,25.6,30.6,20.2,20.2,14.0,6.6,3.1
2013-05-14,63,29.4,22.8,25.3,30.3,16.7,16.7,16.0,6.3,2.78
2013-05-15,51,30.5,23.3,26.5,31.6,1.0,1.0,6.0,8.0,3.67
2013-05-16,63,24.7,21.2,23.1,26.5,60.9,60.9,24.0,11.6,0.94
2013-05-17,61,26.6,21.2,24.1,28.1,16.1,16.1,22.0,6.6,2.52
2013-05-18,63,25.6,22.2,23.8,28.4,48.9,48.9,24.0,7.6,1.6
2013-05-19,63,28.0,22.4,24.4,29.1,20.5,20.5,17.0,7.4,1.73
2013-05-20,61,29.8,23.4,26.3,31.5,10.5,10.5,21.0,7.5,3.09
2013-05-21,61,30.6,24.0,26.4,31.8,16.6,16.6,22.0,8.6,3.47
2013-05-22,63,31.0,24.4,26.5,31.9,17.6,17.6,18.0,9.6,2.91
2013-05-23,63,26.3,24.0,25.0,30.3,45.4,45.4,24.0,7.9,1.05
2013-05-24,63,26.6,24.0,25.0,29.8,25.0,25.0,24.0,6.8,1.24
2013-05-25,51,29.6,24.0,26.6,31.8,2.0,2.0,7.0,10.2,2.64
2013-05-26,51,32.0,24.5,28.2,34.5,0.8,0.8,5.0,4.3,3.98
2013-05-27,63,32.7,25.2,28.4,35.1,19.8,19.8,17.0,6.0,4.63
2013-05-28,51,31.1,25.4,27.8,33.6,0.5,0.5,3.0,5.0,3.0
2013-05-29,63,31.7,24.6,28.1,33.5,17.0,17.0,13.0,12.1,3.74
2013-05-30,63,31.8,24.3,26.9,31.8,20.1,20.1,12.0,12.4,3.22
2013-05-31,63,29.2,22.9,25.4,30.6,20.4,20.4,24.0,9.6,2.32
2013-06-01,53,30.3,22.9,26.6,32.2,1.9,1.9,5.0,9.4,3.91
2013-06-02,53,32.1,24.6,28.0,34.1,1.1,1.1,4.0,8.6,4.65
2013-06-03,61,32.8,25.1,28.8,35.2,8.6,8.6,10.0,10.4,4.71
2013-06-04,55,31.8,25.2,27.9,34.6,6.7,6.7,15.0,7.3,3.79
2013-06-05,65,30.9,24.9,27.3,33.6,26.7,26.7,19.0,6.6,3.77
2013-06-06,63,29.8,24.9,26.9,33.1,25.4,25.4,17.0,5.4,2.73
2013-06-07,63,28.9,24.7,26.0,31.9,29.3,29.3,22.0,5.5,2.02
2013-06-08,63,27.0,24.5,25.3,31.0,36.9,36.9,18.0,5.8,1.19
2013-06-09,63,28.7,24.4,26.2,32.2,24.5,24.5,24.0,5.9,1.58
2013-06-10,53,30.5,25.0,27.7,33.2,1.7,1.7,7.0,7.1,3.15
2013-06-11,0,34.4,23.6,29.4,33.0,0.0,0.0,0.0,17.1,6.61
2013-06-12,61,34.6,24.4,29.8,34.8,3.9,3.9,4.0,17.6,6.1
2013-06-13,63,33.7,25.5,29.1,35.6,14.2,14.2,8.0,8.4,4.77
2013-06-14,61,30.7,25.2,27.6,33.5,11.4,11.4,12.0,5.7,2.35
2013-06-15,61,32.3,25.1,28.7,35.1,8.7,8.7,9.0,6.6,4.73
2013-06-16,63,32.1,24.9,28.3,34.9,10.1,10.1,10.0,10.2,3.65
2013-06-17,61,32.9,25.7,28.7,35.7,5.1,5.1,13.0,10.1,4.67
2013-06-18,61,32.7,25.6,28.3,34.6,4.8,4.8,12.0,7.4,3.78
2013-06-19,61,32.1,25.3,28.3,35.0,10.2,10.2,12.0,4.8,3.76
2013-06-20,61,32.1,25.4,28.0,34.5,14.8,14.8,20.0,8.0,3.82
2013-06-21,63,32.6,25.4,28.2,35.0,18.8,18.8,18.0,5.2,3.36
2013-06-22,63,33.1,25.7,28.2,34.9,23.3,23.3,21.0,9.2,3.25
2013-06-23,63,31.0,26.1,27.9,34.5,14.1,14.1,12.0,5.9,1.95
2013-06-24,63,31.6,25.9,28.0,34.4,16.7,16.7,16.0,5.9,2.81
2013-06-25,63,29.5,24.9,26.3,32.1,41.2,41.2,24.0,8.9,1.46
2013-06-26,63,29.1,25.0,26.5,32.3,31.5,31.5,24.0,9.0,1.6
2013-06-27,63,28.8,25.0,26.4,31.6,68.3,68.3,24.0,13.7,1.65
2013-06-28,63,26.1,25.0,25.5,31.1,57.1,57.1,24.0,8.4,0.87
2013-06-29,63,30.7,25.0,26.7,32.0,35.6,35.6,24.0,11.9,2.49
2013-06-30,61,28.2,24.5,25.9,31.1,15.6,15.6,24.0,12.9,1.44
2013-07-01,61,27.3,24.6,26.1,31.9,16.9,16.9,23.0,6.5,1.54
2013-07-02,63,29.4,25.2,26.7,32.9,25.9,25.9,22.0,6.6,2.15
2013-07-03,63,31.0,25.0,27.4,33.6,21.4,21.4,23.0,9.1,3.51
2013-07-04,63,29.7,24.6,26.8,32.6,28.4,28.4,23.0,8.4,2.31
2013-07-05,63,30.4,24.9,26.7,32.8,18.2,18.2,22.0,6.6,2.47
2013-07-06,61,27.8,24.5,25.5,31.6,9.6,9.6,19.0,4.4,1.25
2013-07-07,61,29.5,24.7,26.9,33.0,13.3,13.3,17.0,4.8,2.6
2013-07-08,61,30.9,25.1,27.6,33.5,15.0,15.0,18.0,8.9,3.31
2013-07-09,63,29.9,24.6,26.7,32.8,35.2,35.2,24.0,5.8,2.49
2013-07-10,61,30.1,24.6,26.5,32.4,12.9,12.9,24.0,6.2,2.12
2013-07-11,61,31.3,25.0,27.6,33.9,9.3,9.3,15.0,6.7,4.08
2013-07-12,61,29.4,24.9,26.5,32.4,21.1,21.1,24.0,5.1,2.15
2013-07-13,63,28.8,24.8,26.1,31.9,26.2,26.2,24.0,8.9,1.79
2013-07-14,63,30.3,24.9,27.6,33.5,15.3,15.3,20.0,6.8,3.41
2013-07-15,53,31.6,25.3,28.6,34.7,4.8,4.8,11.0,5.8,4.03
2013-07-16,63,31.2,25.3,28.2,34.7,24.2,24.2,17.0,4.8,3.61
2013-07-17,61,30.6,24.6,27.2,33.4,20.2,20.2,24.0,5.1,2.92
2013-07-18,61,30.3,24.6,26.8,32.8,16.2,16.2,24.0,5.5,2.38
2013-07-19,61,31.1,24.7,27.3,33.2,9.8,9.8,20.0,6.2,3.15
2013-07-20,53,31.1,25.3,27.4,33.4,4.7,4.7,15.0,5.3,3.12
2013-07-21,61,30.9,25.3,28.2,34.2,5.3,5.3,11.0,6.9,3.76
2013-07-22,63,33.1,25.7,29.0,35.8,15.8,15.8,14.0,5.5,3.88
2013-07-23,63,31.5,25.6,27.8,34.2,21.7,21.7,18.0,6.0,3.09
2013-07-24,61,31.9,25.3,28.1,34.6,11.7,11.7,17.0,6.2,3.45
2013-07-25,63,32.4,25.2,27.6,33.6,19.1,19.1,20.0,10.4,3.83
2013-07-26,63,30.6,24.9,27.0,32.5,34.3,34.3,23.0,9.5,2.54
2013-07-27,63,27.0,24.6,25.6,30.9,30.3,30.3,24.0,9.5,1.04
2013-07-28,61,25.4,24.4,24.9,30.2,17.4,17.4,24.0,9.7,1.1
2013-07-29,51,31.7,24.7,28.1,33.5,0.3,0.3,2.0,10.5,4.04
2013-07-30,63,32.0,25.4,28.4,34.6,16.7,16.7,15.0,7.4,4.04
2013-07-31,63,31.0,25.0,26.7,32.4,27.7,27.7,21.0,9.6,2.64
2013-08-01,63,30.4,24.9,26.5,32.1,13.0,13.0,20.0,9.1,2.57
2013-08-02,61,29.0,24.9,26.5,32.5,12.3,12.3,22.0,4.8,2.21
2013-08-03,61,30.5,24.9,28.0,34.7,6.8,6.8,9.0,6.5,3.54
2013-08-04,65,31.6,25.1,27.9,34.3,41.1,41.1,18.0,6.6,3.23
2013-08-05,63,27.2,24.0,25.6,31.0,38.1,38.1,21.0,6.9,1.42
2013-08-06,61,27.2,24.0,25.1,30.1,25.0,25.0,24.0,6.8,1.38
2013-08-07,63,28.9,24.0,25.6,31.2,43.4,43.4,24.0,6.5,1.93
2013-08-08,63,30.1,24.2,26.4,32.3,21.7,21.7,21.0,5.2,2.45
2013-08-09,61,30.3,24.5,27.2,33.1,10.3,10.3,18.0,4.6,3.49
2013-08-10,63,30.3,24.5,26.2,32.0,23.4,23.4,22.0,6.9,2.41
2013-08-11,61,26.9,24.2,25.4,30.9,20.3,20.3,19.0,6.2,1.27
2013-08-12,61,28.5,24.3,26.3,32.0,20.2,20.2,18.0,5.8,1.89
2013-08-13,63,29.3,24.4,26.6,32.5,13.3,13.3,12.0,6.8,2.6
2013-08-14,63,29.1,24.2,25.8,31.7,28.6,28.6,22.0,4.5,2.06
2013-08-15,63,27.8,24.5,25.9,31.6,55.1,55.1,24.0,7.9,1.27
2013-08-16,63,26.8,24.5,25.5,31.1,25.0,25.0,22.0,5.4,1.15
2013-08-17,61,30.2,24.5,26.4,32.0,17.8,17.8,22.0,7.7,2.91
2013-08-18,53,31.6,24.9,27.4,32.8,3.5,3.5,11.0,12.9,3.61
2013-08-19,63,30.7,24.8,27.0,32.9,15.5,15.5,19.0,10.1,3.13
2013-08-20,61,29.4,24.6,26.7,32.0,16.5,16.5,18.0,11.0,2.47
2013-08-21,61,29.7,24.5,26.6,32.2,12.3,12.3,16.0,5.9,2.15
2013-08-22,63,31.4,25.3,28.0,34.1,12.0,12.0,10.0,5.9,3.91
2013-08-23,61,32.2,25.4,28.6,34.9,7.4,7.4,9.0,6.6,4.25
2013-08-24,61,30.8,25.6,28.0,34.6,7.0,7.0,17.0,5.4,2.89
2013-08-25,55,32.1,25.7,28.2,35.1,6.0,6.0,13.0,4.5,4.03
2013-08-26,65,30.9,25.3,27.1,33.5,48.2,48.2,22.0,4.9,2.29
2013-08-27,63,29.2,24.6,26.2,31.4,29.6,29.6,21.0,8.4,1.33
2013-08-28,63,28.6,24.5,25.9,31.5,19.5,19.5,24.0,6.9,1.98
2013-08-29,61,28.7,24.6,25.9,31.5,25.4,25.4,24.0,6.9,1.61
2013-08-30,63,29.9,24.9,26.6,32.6,24.5,24.5,24.0,8.5,2.31
2013-08-31,55,29.1,24.9,26.6,32.6,14.1,14.1,20.0,5.4,1.56
2013-09-01,63,29.2,25.1,26.5,32.8,24.1,24.1,23.0,4.7,1.62
2013-09-02,63,30.2,24.8,26.4,32.1,46.3,46.3,24.0,9.4,2.15
2013-09-03,63,28.4,25.0,26.1,31.5,39.4,39.4,24.0,9.8,1.44
2013-09-04,63,27.7,24.9,25.8,30.9,52.3,52.3,24.0,13.8,1.17
2013-09-05,63,28.1,24.6,25.7,31.5,34.0,34.0,24.0,11.4,1.29
2013-09-06,61,30.4,23.9,26.4,32.6,12.9,12.9,17.0,5.3,2.58
2013-09-07,61,29.6,24.0,26.4,32.4,17.3,17.3,18.0,3.6,3.1
2013-09-08,61,28.2,23.7,25.6,31.2,28.8,28.8,22.0,4.8,1.89
2013-09-09,61,26.9,23.7,24.9,30.3,15.8,15.8,23.0,5.2,1.56
2013-09-10,61,29.6,23.8,25.8,31.3,11.1,11.1,17.0,6.5,2.29
2013-09-11,63,29.6,24.4,26.6,32.5,7.1,7.1,13.0,5.8,3.13
2013-09-12,51,32.0,24.5,28.3,34.6,0.4,0.4,3.0,5.0,4.31
2013-09-13,51,32.5,25.3,29.0,35.7,0.5,0.5,2.0,5.1,4.57
2013-09-14,63,30.5,24.2,26.9,33.3,29.7,29.7,19.0,6.3,3.18
2013-09-15,61,30.8,24.3,27.0,33.2,13.4,13.4,18.0,6.8,3.63
2013-09-16,61,31.0,24.5,27.3,33.6,5.2,5.2,9.0,5.0,3.41
2013-09-17,55,31.3,25.1,27.9,34.5,2.8,2.8,10.0,5.2,3.57
2013-09-18,63,31.8,25.3,27.9,34.0,14.8,14.8,10.0,9.8,3.11
2013-09-19,63,32.5,25.3,28.4,34.8,14.0,14.0,12.0,6.8,4.25
2013-09-20,61,31.5,25.2,27.9,34.4,8.6,8.6,8.0,5.8,3.64
2013-09-21,53,31.8,25.1,28.3,34.7,0.5,0.5,1.0,6.1,4.04
2013-09-22,61,31.6,25.3,28.1,34.6,6.1,6.1,13.0,7.2,3.83
2013-09-23,61,31.9,25.0,28.0,34.3,6.8,6.8,13.0,5.4,3.39
2013-09-24,53,31.0,24.9,27.6,33.8,5.8,5.8,11.0,7.6,2.72
2013-09-25,61,29.2,24.6,26.6,32.8,15.1,15.1,23.0,4.2,2.12
2013-09-26,61,30.7,24.5,26.4,32.5,14.5,14.5,24.0,4.8,2.39
2013-09-27,53,29.3,24.5,26.8,32.9,3.6,3.6,7.0,5.2,2.65
2013-09-28,63,29.1,24.8,26.5,32.6,13.9,13.9,15.0,6.2,1.64
2013-09-29,63,26.6,23.6,24.8,29.2,41.9,41.9,24.0,9.0,0.77
2013-09-30,63,25.5,23.3,24.4,29.0,23.1,23.1,13.0,6.5,0.88
2013-10-01,2,30.2,23.2,26.5,31.0,0.0,0.0,0.0,6.2,2.63
2013-10-02,61,33.5,23.0,28.0,33.5,4.6,4.6,5.0,9.0,4.35
2013-10-03,63,30.7,23.7,26.6,32.1,15.3,15.3,16.0,6.0,2.91
2013-10-04,63,26.7,23.6,24.5,29.1,55.8,55.8,24.0,10.4,1.07
2013-10-05,63,27.8,23.7,24.9,30.1,37.4,37.4,24.0,10.3,1.61
2013-10-06,61,24.9,23.2,24.0,29.2,26.5,26.5,24.0,5.8,0.62
2013-10-07,61,28.3,22.7,25.3,30.4,5.4,5.4,9.0,6.3,2.38
2013-10-08,2,29.0,21.1,24.8,26.5,0.0,0.0,0.0,16.8,3.73
2013-10-09,1,29.3,20.7,25.4,28.8,0.0,0.0,0.0,12.5,4.03
2013-10-10,0,31.7,21.1,26.5,31.3,0.0,0.0,0.0,5.8,4.03
2013-10-11,0,32.4,21.0,26.9,31.1,0.0,0.0,0.0,8.6,4.33
2013-10-12,2,32.0,21.2,27.4,32.3,0.0,0.0,0.0,7.8,4.17
2013-10-13,53,29.1,23.7,26.3,31.4,2.9,2.9,7.0,5.8,2.09
2013-10-14,51,30.4,23.6,26.8,32.3,0.6,0.6,4.0,4.6,3.39
2013-10-15,51,30.1,23.3,26.8,32.0,0.1,0.1,1.0,7.3,3.37
2013-10-16,2,29.2,24.0,26.3,31.0,0.0,0.0,0.0,5.1,3.06
2013-10-17,1,31.2,23.5,27.1,31.9,0.0,0.0,0.0,5.8,3.53
2013-10-18,51,31.8,23.2,27.2,32.1,1.0,1.0,4.0,4.9,3.81
2013-10-19,51,31.1,22.9,26.7,31.8,0.6,0.6,3.0,5.5,3.72
2013-10-20,63,29.3,22.0,25.1,30.0,10.4,10.4,11.0,6.1,2.9
2013-10-21,61,27.8,21.7,23.9,28.2,9.7,9.7,19.0,4.7,2.03
2013-10-22,61,27.3,21.4,23.9,28.1,4.3,4.3,8.0,5.5,2.24
2013-10-23,51,28.8,21.4,25.0,29.5,0.1,0.1,1.0,4.8,3.26
2013-10-24,51,29.3,20.9,25.0,29.4,0.1,0.1,1.0,6.5,3.44
2013-10-25,61,28.1,20.7,24.3,28.5,7.9,7.9,15.0,8.7,2.32
2013-10-26,53,24.4,20.6,22.4,25.8,2.5,2.5,8.0,6.6,1.25
2013-10-27,51,28.4,20.8,24.1,27.9,0.1,0.1,1.0,4.5,3.06
2013-10-28,53,26.8,20.2,22.8,26.5,3.8,3.8,17.0,5.8,2.64
2013-10-29,55,26.5,19.4,22.1,25.6,3.8,3.8,15.0,5.3,2.07
2013-10-30,1,27.4,16.9,22.2,24.8,0.0,0.0,0.0,5.5,3.32
2013-10-31,0,27.1,16.6,22.0,24.3,0.0,0.0,0.0,6.0,3.31
2013-11-01,1,26.9,16.3,21.9,24.1,0.0,0.0,0.0,5.2,3.29
2013-11-02,1,26.5,16.7,21.8,24.0,0.0,0.0,0.0,5.0,2.94
2013-11-03,51,26.9,17.7,22.5,25.2,0.1,0.1,1.0,7.0,3.02
2013-11-04,1,27.5,17.6,22.7,25.2,0.0,0.0,0.0,6.6,3.15
2013-11-05,0,28.4,17.8,22.6,24.9,0.0,0.0,0.0,7.3,3.39
2013-11-06,0,28.5,16.6,22.5,24.5,0.0,0.0,0.0,7.2,3.41
2013-11-07,0,28.4,16.5,22.5,23.9,0.0,0.0,0.0,7.9,3.47
2013-11-08,0,28.3,17.6,22.3,23.5,0.0,0.0,0.0,6.8,3.4
2013-11-09,0,29.0,15.4,22.3,23.8,0.0,0.0,0.0,7.8,3.39
2013-11-10,0,29.5,15.5,22.1,24.2,0.0,0.0,0.0,6.1,3.41
2013-11-11,0,29.0,15.3,22.0,24.1,0.0,0.0,0.0,7.2,3.39
2013-11-12,1,29.0,15.3,21.6,23.3,0.0,0.0,0.0,8.2,3.43
2013-11-13,1,28.0,14.9,20.8,22.1,0.0,0.0,0.0,6.3,3.18
2013-11-14,2,28.5,14.5,21.5,22.2,0.0,0.0,0.0,6.6,3.38
2013-11-15,0,29.6,14.2,22.0,22.8,0.0,0.0,0.0,8.0,3.37
2013-11-16,0,29.4,14.4,21.9,22.7,0.0,0.0,0.0,6.5,3.38
2013-11-17,1,28.9,14.3,20.6,21.4,0.0,0.0,0.0,8.1,3.28
2013-11-18,0,28.3,14.3,21.2,23.0,0.0,0.0,0.0,5.4,3.14
2013-11-19,0,27.3,14.6,21.0,22.3,0.0,0.0,0.0,5.4,3.11
2013-11-20,0,26.5,13.8,19.8,20.7,0.0,0.0,0.0,6.1,3.01
2013-11-21,0,27.2,14.6,20.6,20.8,0.0,0.0,0.0,6.8,3.14
2013-11-22,0,27.4,13.1,20.2,20.2,0.0,0.0,0.0,6.6,3.17
2013-11-23,0,26.2,13.0,19.4,19.4,0.0,0.0,0.0,5.3,3.04
2013-11-24,1,26.1,12.9,19.4,19.6,0.0,0.0,0.0,7.9,2.97
2013-11-25,0,26.2,12.8,19.9,21.2,0.0,0.0,0.0,6.6,2.85
2013-11-26,1,26.7,14.5,20.7,22.0,0.0,0.0,0.0,7.6,2.87
2013-11-27,1,27.6,16.1,21.4,22.3,0.0,0.0,0.0,8.2,3.05
2013-11-28,1,27.7,16.9,22.0,23.9,0.0,0.0,0.0,8.4,2.72
2013-11-29,1,27.1,15.6,21.4,23.3,0.0,0.0,0.0,6.1,2.83
2013-11-30,1,26.4,15.4,20.9,22.5,0.0,0.0,0.0,6.3,2.63
2013-12-01,1,27.5,15.4,21.1,22.9,0.0,0.0,0.0,6.3,2.83
2013-12-02,0,27.7,15.3,21.3,22.8,0.0,0.0,0.0,6.5,2.85
2013-12-03,0,27.8,15.4,21.5,22.5,0.0,0.0,0.0,7.3,3.0
2013-12-04,0,27.2,15.2,20.5,21.4,0.0,0.0,0.0,7.4,2.85
2013-12-05,0,27.0,15.2,20.6,21.3,0.0,0.0,0.0,7.2,2.85
2013-12-06,1,26.7,14.8,20.5,21.3,0.0,0.0,0.0,5.9,2.77
2013-12-07,1,26.8,14.8,20.3,21.2,0.0,0.0,0.0,7.2,2.77
2013-12-08,1,26.7,14.9,20.4,21.1,0.0,0.0,0.0,7.1,2.84
2013-12-09,1,26.4,15.2,20.1,20.8,0.0,0.0,0.0,7.2,2.79
2013-12-10,1,25.9,13.8,19.8,20.5,0.0,0.0,0.0,6.1,2.76
2013-12-11,0,25.3,13.2,19.0,19.7,0.0,0.0,0.0,6.0,2.7
2013-12-12,1,24.1,12.9,18.4,18.8,0.0,0.0,0.0,6.3,2.57
2013-12-13,1,23.3,12.9,18.0,18.1,0.0,0.0,0.0,6.1,2.54
2013-12-14,51,22.9,12.3,17.4,16.8,0.1,0.1,1.0,6.7,2.56
2013-12-15,51,22.8,10.6,16.0,16.0,0.5,0.5,3.0,7.2,2.51
2013-12-16,0,24.0,10.5,16.9,16.4,0.0,0.0,0.0,8.1,2.7
2013-12-17,0,24.3,9.5,16.4,15.1,0.0,0.0,0.0,7.7,2.96
2013-12-18,2,22.6,9.4,16.3,15.2,0.0,0.0,0.0,7.1,2.53
2013-12-19,2,22.1,11.8,16.9,16.4,0.0,0.0,0.0,5.5,1.91
2013-12-20,53,22.0,11.8,17.3,17.9,1.2,1.2,5.0,6.4,2.28
2013-12-21,1,22.6,12.2,17.0,17.6,0.0,0.0,0.0,7.1,2.36
2013-12-22,3,22.7,11.8,17.1,17.2,0.0,0.0,0.0,6.0,2.29
2013-12-23,3,21.6,12.5,17.4,18.0,0.0,0.0,0.0,4.9,1.89
2013-12-24,51,22.6,12.1,17.6,18.5,0.1,0.1,1.0,5.4,2.17
2013-12-25,51,21.9,13.1,17.3,18.3,0.7,0.7,4.0,5.1,1.97
2013-12-26,3,21.0,12.6,16.7,17.3,0.0,0.0,0.0,5.8,2.11
2013-12-27,3,21.8,12.2,16.8,17.6,0.0,0.0,0.0,6.0,2.31
2013-12-28,3,21.9,11.4,16.6,17.1,0.0,0.0,0.0,6.1,2.35
2013-12-29,2,22.1,11.2,16.8,17.4,0.0,0.0,0.0,6.4,2.45
2013-12-30,2,23.0,10.6,16.5,16.6,0.0,0.0,0.0,6.2,2.6
2013-12-31,0,23.9,10.3,16.7,17.0,0.0,0.0,0.0,6.0,2.74
2014-01-01,1,23.5,9.9,16.7,17.1,0.0,0.0,0.0,6.3,2.72
2014-01-02,1,23.2,10.4,16.8,17.1,0.0,0.0,0.0,6.2,2.62
2014-01-03,3,21.8,11.9,16.4,16.8,0.0,0.0,0.0,5.9,2.24
2014-01-04,2,22.8,10.3,16.7,17.4,0.0,0.0,0.0,5.2,2.59
2014-01-05,2,21.6,9.8,15.7,15.9,0.0,0.0,0.0,6.9,2.48
2014-01-06,2,21.5,10.7,16.3,16.6,0.0,0.0,0.0,7.7,2.19
2014-01-07,2,21.6,11.7,16.0,16.0,0.0,0.0,0.0,6.8,2.48
2014-01-08,2,21.5,10.3,15.5,15.4,0.0,0.0,0.0,6.3,2.6
2014-01-09,0,22.3,9.6,15.9,15.9,0.0,0.0,0.0,6.0,2.68
2014-01-10,0,23.2,9.6,17.1,17.5,0.0,0.0,0.0,4.5,2.69
2014-01-11,51,24.7,10.9,18.5,19.0,0.8,0.8,3.0,5.2,2.7
2014-01-12,51,24.0,14.6,18.4,19.0,0.2,0.2,1.0,6.6,2.48
2014-01-13,1,24.9,12.1,18.3,19.0,0.0,0.0,0.0,6.8,2.86
2014-01-14,2,24.1,11.9,17.9,18.6,0.0,0.0,0.0,6.5,2.77
2014-01-15,2,23.9,13.2,18.3,19.0,0.0,0.0,0.0,6.5,2.55
2014-01-16,2,23.4,12.3,17.5,18.0,0.0,0.0,0.0,6.4,2.65
2014-01-17,0,25.0,11.1,18.1,18.8,0.0,0.0,0.0,7.3,2.89
2014-01-18,1,27.1,12.3,19.9,20.2,0.0,0.0,0.0,9.0,3.27
2014-01-19,1,24.9,12.8,18.7,19.5,0.0,0.0,0.0,7.5,2.7
2014-01-20,1,24.6,11.9,17.9,18.3,0.0,0.0,0.0,7.3,2.92
2014-01-21,1,25.7,11.7,18.4,19.1,0.0,0.0,0.0,7.7,3.09
2014-01-22,1,25.7,11.8,18.9,19.6,0.0,0.0,0.0,6.7,3.15
2014-01-23,0,25.5,12.7,18.8,19.2,0.0,0.0,0.0,7.6,3.18
2014-01-24,0,24.8,12.3,18.7,19.3,0.0,0.0,0.0,6.2,3.06
2014-01-25,2,25.0,11.9,18.6,19.3,0.0,0.0,0.0,7.1,3.09
2014-01-26,3,25.0,12.0,18.1,19.0,0.0,0.0,0.0,7.5,3.13
2014-01-27,2,24.8,11.5,17.9,18.8,0.0,0.0,0.0,7.2,3.13
2014-01-28,2,24.5,10.9,17.8,18.3,0.0,0.0,0.0,6.6,3.14
2014-01-29,1,26.0,10.9,18.5,18.9,0.0,0.0,0.0,7.0,3.26
2014-01-30,1,25.9,11.2,18.7,18.8,0.0,0.0,0.0,6.7,3.12
2014-01-31,1,26.5,11.6,18.4,18.3,0.0,0.0,0.0,7.4,3.34
2014-02-01,1,26.9,11.0,18.0,18.2,0.0,0.0,0.0,7.6,3.5
2014-02-02,1,26.1,10.7,17.9,18.2,0.0,0.0,0.0,7.2,3.48
2014-02-03,0,25.5,10.7,18.0,18.3,0.0,0.0,0.0,7.7,3.43
2014-02-04,1,23.9,11.0,17.8,18.2,0.0,0.0,0.0,8.2,3.13
2014-02-05,2,23.0,12.1,17.9,18.4,0.0,0.0,0.0,8.4,2.78
2014-02-06,51,24.6,13.1,18.7,19.3,0.2,0.2,1.0,10.4,2.96
2014-02-07,2,24.8,12.7,18.7,19.2,0.0,0.0,0.0,7.9,3.2
2014-02-08,51,26.3,13.8,20.0,20.9,0.7,0.7,3.0,8.9,3.32
2014-02-09,51,24.0,14.4,19.3,21.0,0.6,0.6,3.0,5.8,2.56
2014-02-10,3,24.5,14.2,19.0,20.1,0.0,0.0,0.0,4.3,2.41
2014-02-11,51,25.5,13.3,19.3,19.5,0.4,0.4,2.0,10.0,3.34
2014-02-12,1,24.9,10.6,18.2,17.8,0.0,0.0,0.0,10.4,3.7
2014-02-13,0,24.7,10.4,17.4,16.4,0.0,0.0,0.0,9.3,3.8
2014-02-14,3,24.9,10.3,18.6,18.1,0.0,0.0,0.0,8.1,3.44
2014-02-15,53,21.9,14.6,17.8,18.8,6.6,6.6,18.0,3.7,1.9
2014-02-16,61,19.4,15.2,16.9,18.0,20.4,20.4,21.0,7.4,0.94
2014-02-17,61,18.0,12.8,15.5,16.6,7.8,7.8,12.0,7.0,0.98
2014-02-18,3,21.6,9.7,15.7,15.9,0.0,0.0,0.0,6.9,2.91
2014-02-19,0,24.7,9.5,17.0,17.4,0.0,0.0,0.0,7.7,3.7
2014-02-20,0,25.0,11.2,18.2,19.1,0.0,0.0,0.0,6.8,3.68
2014-02-21,0,24.8,11.8,18.2,18.9,0.0,0.0,0.0,7.3,3.71
2014-02-22,0,25.4,11.8,19.1,20.0,0.0,0.0,0.0,7.1,3.71
2014-02-23,2,26.1,13.6,20.1,21.4,0.0,0.0,0.0,8.8,3.39
2014-02-24,1,26.5,14.3,20.6,22.2,0.0,0.0,0.0,10.8,3.73
2014-02-25,1,26.1,13.1,19.7,20.6,0.0,0.0,0.0,5.7,3.71
2014-02-26,0,26.2,13.2,19.8,20.7,0.0,0.0,0.0,7.7,3.87
2014-02-27,1,26.8,13.7,20.6,21.9,0.0,0.0,0.0,10.3,3.9
2014-02-28,51,24.5,15.1,20.0,21.2,0.1,0.1,1.0,9.0,2.3
2014-03-01,3,25.7,14.8,20.1,21.5,0.0,0.0,0.0,9.0,2.81
2014-03-02,51,25.5,15.0,20.0,21.8,0.2,0.2,1.0,7.1,2.56
2014-03-03,1,26.8,15.2,20.7,22.1,0.0,0.0,0.0,11.0,3.94
2014-03-04,3,27.1,15.3,21.4,22.9,0.0,0.0,0.0,6.5,3.48
2014-03-05,3,27.4,12.8,20.5,21.1,0.0,0.0,0.0,9.2,3.88
2014-03-06,0,27.0,12.4,20.2,20.6,0.0,0.0,0.0,9.8,4.38
2014-03-07,0,27.1,12.9,20.2,20.6,0.0,0.0,0.0,10.4,4.37
2014-03-08,0,27.8,12.6,20.4,20.4,0.0,0.0,0.0,8.4,4.58
2014-03-09,1,27.9,12.5,20.5,20.7,0.0,0.0,0.0,7.3,4.27
2014-03-10,2,29.2,13.4,21.8,22.6,0.0,0.0,0.0,10.1,4.47
2014-03-11,0,29.5,14.2,21.9,22.9,0.0,0.0,0.0,10.2,4.6
2014-03-12,1,29.3,13.9,22.0,22.8,0.0,0.0,0.0,8.9,4.63
2014-03-13,1,29.6,16.2,23.2,24.6,0.0,0.0,0.0,8.7,4.17
2014-03-14,0,30.6,16.3,23.9,25.3,0.0,0.0,0.0,9.0,4.63
2014-03-15,0,30.9,16.0,23.5,24.9,0.0,0.0,0.0,9.3,4.64
2014-03-16,0,31.7,16.7,24.4,26.2,0.0,0.0,0.0,9.1,4.65
