time,weathercode,temperature_2m_max,temperature_2m_min,temperature_2m_mean,apparent_temperature_max,apparent_temperature_min,apparent_temperature_mean,precipitation_sum,rain_sum,precipitation_hours,windspeed_10m_max,et0_fao_evapotranspiration
01-01-2010,0,22.8,12.3,17.3,21.8,11.3,16,0,0,0,11.5,3.2
02-01-2010,1,24.5,12.1,17.9,24.4,11.1,17.2,0,0,0,11,3.17
03-01-2010,0,24.8,12.3,18,25.2,11.5,17.9,0,0,0,8.4,3.05
04-01-2010,1,23.1,12.2,17.5,23.6,11.5,17.3,0,0,0,9.4,2.9
05-01-2010,1,23.7,12.2,17.8,24,11.6,17.5,0,0,0,9.9,3.04
06-01-2010,0,23.4,12.5,17.6,23.9,11.9,17.3,0,0,0,9.4,2.94
07-01-2010,0,24.9,12.1,18.1,26.4,11.5,18.4,0,0,0,7.6,2.98
08-01-2010,0,25.7,12.5,18.8,27.3,12.1,19,0,0,0,9.4,3.18
09-01-2010,0,25,13,18.7,25.5,12.7,18.8,0,0,0,9,3.15
10-01-2010,0,24.3,12.7,18.4,24.3,12.4,18.2,0,0,0,9.4,3.18
11-01-2010,1,23.2,12.2,17.4,22.4,11.5,16.6,0,0,0,11.3,3.19
12-01-2010,1,21.8,10.7,16.2,21.3,9.8,15.5,0,0,0,9.6,2.99
13-01-2010,51,22.9,11,17.3,22.8,10.2,17,0.5,0.5,2,9.1,2.88
14-01-2010,2,24.6,15.2,19.4,24.7,15.4,19.9,0,0,0,8.4,2.8
15-01-2010,0,26,14.7,19.7,26.8,14.4,19.8,0,0,0,10.7,3.3
16-01-2010,1,24.7,13.8,18.7,25.5,13.6,18.9,0,0,0,9.4,3.15
17-01-2010,0,24.9,13.3,18.9,26.4,13,19.4,0,0,0,8.6,3.11
18-01-2010,2,25.3,14,19.4,27.6,14.1,20.1,0,0,0,8.2,2.93
19-01-2010,2,24.6,14.8,19.2,26.1,15.1,19.7,0,0,0,8.5,2.78
20-01-2010,1,25.2,14.2,19.3,25.7,14,19.5,0,0,0,10,3.23
21-01-2010,0,26.3,14.2,19.7,27.5,14,20.2,0,0,0,8.9,3.34
22-01-2010,0,25.9,14.1,19.6,27.4,13.8,20.1,0,0,0,9.3,3.35
23-01-2010,0,26,13.6,19.6,27.4,13.6,20,0,0,0,10,3.4
24-01-2010,0,26.2,13,19.6,27.9,12.6,20.1,0,0,0,10,3.37
25-01-2010,1,26.8,14.4,20.2,28.5,14.7,20.7,0,0,0,9.8,3.5
26-01-2010,0,26.8,14.5,20.5,27.5,14.8,20.9,0,0,0,10.2,3.66
27-01-2010,0,26.8,13.8,20.1,27.8,13.4,20.1,0,0,0,9.4,3.67
28-01-2010,1,26.6,12.9,19.8,26.5,12.1,19.4,0,0,0,9.7,3.79
29-01-2010,0,26.6,13.3,19.8,26.8,12.9,19.4,0,0,0,9.7,3.82
30-01-2010,0,26.1,13.2,19.7,26.6,12.5,19.2,0,0,0,11,3.85
31-01-2010,0,26.3,15.6,20.5,26.1,15.3,20.1,0,0,0,10.5,3.9
01-02-2010,1,26.7,13.2,19.7,25.9,12.4,18.6,0,0,0,11.4,4.18
02-02-2010,1,26.8,13.6,20.1,27,12.9,19.8,0,0,0,8.5,3.79
03-02-2010,0,27.1,14.3,20.5,26.4,14,19.9,0,0,0,11.9,4.12
04-02-2010,0,26.1,12.5,19.2,25.7,10.9,18,0,0,0,10.7,4.09
05-02-2010,0,26.1,13.1,19.5,25,11.8,18.4,0,0,0,11.2,4.18
06-02-2010,0,26.3,13.3,19.8,25.8,12,18.9,0,0,0,10.8,4.06
07-02-2010,0,27,13.6,20.4,27.1,12.4,19.9,0,0,0,10.4,4.09
08-02-2010,1,27.2,15.7,21.2,28.3,16,21.8,0,0,0,10.2,3.75
09-02-2010,1,27.2,15.1,22,28.7,15.5,23,0,0,0,7.9,3.14
10-02-2010,1,29.1,16.1,23.1,31.3,16.9,24.5,0,0,0,7.4,3.8
11-02-2010,1,29.7,18.5,23.7,31.7,20.1,25.2,0,0,0,7.7,3.91
12-02-2010,1,29.7,16.7,23.2,30.7,17.3,23.9,0,0,0,11.4,4.25
13-02-2010,1,28.6,17.8,22.9,29.8,17.8,23.6,0,0,0,9.6,4.18
14-02-2010,0,28.8,18.2,23.4,30.5,19.5,24.9,0,0,0,9.1,3.99
15-02-2010,0,28.8,17.8,23.4,29.4,18.2,23.9,0,0,0,8.4,4.11
16-02-2010,51,29.7,18.3,23.7,31.9,19,25.1,0.3,0.3,1,8.9,3.64
17-02-2010,51,29.4,20.9,24.7,31.7,23.4,27,0.5,0.5,2,12.1,3.59
18-02-2010,1,28.2,20.3,23.7,26,19.1,23.1,0,0,0,15.6,5.09
19-02-2010,1,28.2,14.7,22.5,28.3,14.8,22.4,0,0,0,9.4,4.38
20-02-2010,1,29.3,17.4,22.9,29.6,18.1,23.1,0,0,0,13,4.67
21-02-2010,0,29,16.9,22.5,29.2,16.7,22.3,0,0,0,10.4,4.72
22-02-2010,1,29.1,17.4,23,29.7,17.6,23.1,0,0,0,10.8,4.56
23-02-2010,1,29.2,18.2,23.5,29.9,18.5,23.8,0,0,0,11.5,4.3
24-02-2010,61,30.8,19.3,23.8,32.3,21,25.6,2.8,2.8,2,13.2,4
25-02-2010,63,28.4,18.2,23.2,30.9,18.2,25.7,10.2,10.2,4,18.5,2.83
26-02-2010,3,29,20,24.4,32.3,23.1,27.2,0,0,0,8.9,3.65
27-02-2010,1,30.7,20.5,25.2,32.8,23.8,27.4,0,0,0,11.1,4.44
28-02-2010,1,31.5,20.4,25.3,33.5,22.1,27.3,0,0,0,10,4.36
01-03-2010,3,32.6,19.2,25.5,33.6,21.6,27.4,0,0,0,13.5,4.86
02-03-2010,0,33.8,20.7,26.4,35.4,22.9,28.1,0,0,0,15.5,5.31
03-03-2010,1,33.8,21.4,27.1,36,23.6,29.1,0,0,0,16.7,5.35
04-03-2010,2,33.2,22.5,27.4,36.4,25.8,30.4,0,0,0,16.1,4.89
05-03-2010,3,34.2,23.2,27.9,36.2,26.6,30.4,0,0,0,19.8,5.34
06-03-2010,51,33.4,23.8,28,36.7,27.9,31.3,0.2,0.2,1,18.3,4.67
07-03-2010,2,34.9,23.9,28.8,35.5,28.1,31.1,0,0,0,15.9,5.74
08-03-2010,0,34.5,23.4,28.4,35,25.7,30.2,0,0,0,13.9,5.56
09-03-2010,2,33.8,20.8,27.7,34.3,24.1,28.9,0,0,0,11.9,5.54
10-03-2010,0,33.2,19.3,26.5,33.5,18.8,26.6,0,0,0,11.9,5.86
11-03-2010,0,33.1,18.8,26.1,33.6,18.7,26.2,0,0,0,10.9,5.73
12-03-2010,0,33.3,19.2,26.7,34.2,20.5,26.9,0,0,0,10.8,5.67
13-03-2010,2,33.9,18.8,27,33.4,20.4,27.4,0,0,0,13.3,5.92
14-03-2010,3,35,22.5,27.9,35.3,24.7,29.5,0,0,0,21.5,5.78
15-03-2010,51,34.7,22.6,27.2,38.3,24.3,30.3,0.6,0.6,3,18.1,4.82
16-03-2010,1,33.8,21.4,27.2,37.5,23.5,29.8,0,0,0,11.2,4.97
17-03-2010,1,34.9,22.8,28.9,38.4,24.7,31.2,0,0,0,8.1,5.5
18-03-2010,0,35.5,21.8,28.8,38.8,24.3,31.1,0,0,0,9.4,5.69
19-03-2010,0,35.2,21.7,28.6,37.5,24.6,30.5,0,0,0,9.7,5.66
20-03-2010,0,35.5,21.7,28.8,38.3,24.3,31,0,0,0,9.8,5.71
21-03-2010,0,35.8,22.2,29.9,39.7,25.2,32.7,0,0,0,9.8,5.71
22-03-2010,1,36.4,24.7,30.3,38.9,27.1,32.4,0,0,0,19.2,6.43
23-03-2010,1,36.9,24.4,29.8,38.5,28.1,32.5,0,0,0,24.1,6.59
24-03-2010,51,36.7,24.7,30.1,38.9,27.4,32.4,0.2,0.2,1,23.1,6.9
25-03-2010,51,36.2,24.6,29.9,39.7,28.1,33,0.1,0.1,1,22.3,6.3
26-03-2010,3,35,25.2,29.6,38.3,29.4,33.1,0,0,0,15.9,5.19
27-03-2010,51,35.5,25.4,29.7,38.8,29.4,33,0.4,0.4,3,21,5.74
28-03-2010,65,33.5,22.1,28,36.9,25,31,14.7,14.7,4,25.3,5
29-03-2010,61,33.3,25.1,27.9,36.2,28.6,31.5,6.4,6.4,11,25.2,4.49
30-03-2010,65,33.5,23.2,26.9,37,25.2,30.4,23.9,23.9,16,22.9,3.43
31-03-2010,63,33.8,24,28.3,37.3,27,32.2,20.4,20.4,12,23.2,4.25
01-04-2010,2,34.5,26,29.6,40.3,30.5,33.7,0,0,0,26.5,5.88
02-04-2010,53,34.5,27.1,29.6,38,30.7,33.2,1.5,1.5,3,27.4,5.15
03-04-2010,51,34.7,26.6,29.9,38.8,30.6,33.8,0.2,0.2,1,20.9,5.83
04-04-2010,51,34.1,25.8,29.5,38.3,30.2,33.8,0.3,0.3,2,17.6,5.09
05-04-2010,61,35.2,25.9,29.6,40.7,30.5,34.3,2.4,2.4,2,19.5,5.18
06-04-2010,3,36.6,25.8,30.3,41.7,30.4,34.6,0,0,0,19.5,6.1
07-04-2010,3,35,25.2,29.9,41.6,30.7,35.5,0,0,0,15.4,5.52
08-04-2010,2,35.8,25.6,30.8,42.1,31.8,36.4,0,0,0,10.5,5.85
09-04-2010,1,36.4,25.9,30.8,40.8,29.9,34.8,0,0,0,16.3,6.39
10-04-2010,2,37.9,25.5,31,40.9,29.5,34.4,0,0,0,24,7.07
11-04-2010,2,36.7,26.7,31,40.3,31.1,34.8,0,0,0,22.3,6.72
12-04-2010,3,36.2,27.3,30.9,40,31.6,34.5,0,0,0,20.7,6.3
13-04-2010,3,35.6,27.4,30.8,38.3,31.7,34.1,0,0,0,22,5.32
14-04-2010,51,35.3,27.8,31,38.7,32.1,34.9,0.4,0.4,2,19.1,5.14
15-04-2010,51,35.3,25.8,30.5,41.1,31.1,35.8,1.1,1.1,4,11.6,4.88
16-04-2010,51,35.1,24.7,29.9,40.1,28.1,34.7,0.1,0.1,1,18.1,5.03
17-04-2010,51,35.9,26.8,30.6,38.4,31,33.9,0.6,0.6,2,25.3,5.72
18-04-2010,51,36.1,27.6,30.6,37.6,31,33.4,0.1,0.1,1,25.1,5.06
19-04-2010,53,36.4,26.8,30.5,38.5,30.8,33.8,1.8,1.8,7,31.1,5.11
20-04-2010,51,38,27.9,31.7,41.3,31.3,34.9,0.5,0.5,4,30.3,7.09
21-04-2010,51,37.3,28.2,31.5,39.8,31.5,34.8,0.4,0.4,3,31.9,6.46
22-04-2010,55,36.7,28.2,31.1,40.2,32,34.8,2.3,2.3,6,27.8,6.05
23-04-2010,3,36.5,27.8,31.5,40.3,32.2,35.1,0,0,0,23.8,6.49
24-04-2010,61,35.9,26,29.5,41,28.5,33.3,2.6,2.6,2,23,5.37
25-04-2010,61,36.7,26.1,30.6,40.5,29.3,34.1,2.2,2.2,2,25.6,6.43
26-04-2010,65,35.3,23.9,29.9,38.8,26.9,33.5,15.4,15.4,4,22,5.9
27-04-2010,63,30.6,22.6,27,35.1,26.2,31.1,7.6,7.6,7,17.4,3.6
28-04-2010,63,32,21.8,27.1,36.9,25.5,31.5,20.8,20.8,10,13.9,3.59
29-04-2010,63,29.9,22.5,25.6,35,26,30.1,15.3,15.3,7,16.7,2.29
30-04-2010,63,31.6,24.6,27.6,36.3,27.9,32.6,6.6,6.6,6,17,3.79
01-05-2010,53,32.3,25.4,29.1,39.3,31.3,35.3,0.8,0.8,3,8.6,4.4
02-05-2010,51,32.8,26.7,29.7,40.8,32.8,35.8,1,1,5,12.7,4.3
03-05-2010,63,32.3,24.2,28.6,39.7,29.9,34.5,19.2,19.2,6,12,3.99
04-05-2010,63,31.6,26.3,28.1,39.4,31.8,33.9,14.5,14.5,9,11.1,3.35
05-05-2010,63,32.1,23.6,28,37.9,28.1,33.5,6,6,5,9,4.28
06-05-2010,61,31.5,25,27.8,38.4,30.4,33.5,6.9,6.9,10,9.4,4.28
07-05-2010,55,32.2,25.3,28.3,39.5,31,34.3,2.9,2.9,9,8.3,4.89
08-05-2010,63,30.6,23.9,26.1,36.4,29.3,31.3,20.7,20.7,10,11.7,2.66
09-05-2010,61,33.1,24.8,28.6,39.4,29.2,34.1,7.9,7.9,16,17.7,4.22
10-05-2010,3,34.4,27.2,30.8,40.6,32,36.2,0,0,0,23.8,5.41
11-05-2010,3,35.7,27.9,31.4,41.5,33.4,36.5,0,0,0,23,5.69
12-05-2010,2,34.1,28.1,30.8,39.3,33,35.2,0,0,0,25.6,4.77
13-05-2010,51,35,27.9,31.1,39.8,32.7,35.5,0.1,0.1,1,24.9,5.37
14-05-2010,51,35,27.9,30.9,39.2,32.7,35.2,0.1,0.1,1,24,5.24
15-05-2010,51,35.3,27.4,30.8,40.1,31.8,35.5,0.4,0.4,2,21.4,5.12
16-05-2010,65,32.8,26,29.5,38.7,30.7,34.6,15.3,15.3,7,19.9,3.94
17-05-2010,3,34.6,26.3,30.2,40.1,31.7,36,0,0,0,12.6,5.09
18-05-2010,2,33.8,26,29.9,39,31.8,35,0,0,0,14.1,5.34
19-05-2010,53,32.9,27.4,30,37.9,32.5,35.1,2,2,8,20.5,4.59
20-05-2010,55,33.2,27.5,29.7,38.7,31.9,34,3.4,3.4,10,24.5,4.96
21-05-2010,63,29.3,26.5,27.6,34.5,31.1,32.6,13,13,11,19.1,1.94
22-05-2010,55,29.6,25.3,27.1,35.4,30.6,32.4,3.8,3.8,11,14.5,2.6
23-05-2010,61,32.3,25.1,27.4,40,30.3,33,5.1,5.1,8,14,3.09
24-05-2010,61,30.2,24.7,26.6,34.2,29,31.2,5.2,5.2,11,17.8,2.57
25-05-2010,53,32.1,25.2,28.6,37.9,29.9,34.2,4.2,4.2,14,13.8,3.67
26-05-2010,63,28.8,23.3,25.6,34.3,26.6,29.8,41.6,41.6,17,17.4,2.05
27-05-2010,63,31.2,23.5,26.5,36.5,26.8,31.1,16,16,12,18.3,2.48
28-05-2010,63,26.9,23.6,25,32.8,27.7,29.8,47.7,47.7,23,14.5,1.02
29-05-2010,63,31.7,24,27.4,37.9,28.6,32.9,11.1,11.1,14,11.5,3.43
30-05-2010,53,31,24.4,27.3,37.1,29.2,32.5,5.2,5.2,12,17.1,2.66
31-05-2010,65,32.7,27,28.8,38.8,32.8,34.9,34.1,34.1,14,16.6,3.13
01-06-2010,63,34.2,27.7,30.3,39.9,32.9,36,9.1,9.1,13,22.3,4.73
02-06-2010,63,34.2,27.3,30.6,39.4,33.5,36.3,6.2,6.2,8,19.5,4.69
03-06-2010,51,33.9,28.3,30.8,39,33.8,36.1,0.6,0.6,4,24.4,4.69
04-06-2010,63,33.8,28,30.3,39.9,33.3,36.1,9.6,9.6,12,23.5,4.33
05-06-2010,65,30,26,27.6,36.3,30.6,33.2,51.3,51.3,20,22.2,1.88
06-06-2010,65,33.5,26.8,29.9,38.1,32.1,34.9,62.9,62.9,9,27.8,4.47
07-06-2010,51,34,27.9,30.7,40,32.8,36.1,1.3,1.3,8,25.4,4.77
08-06-2010,53,33.7,28.4,30.5,39.6,34.2,36.4,1.9,1.9,6,20.8,4.26
09-06-2010,63,33.3,27.7,30.1,39.6,33.3,35.7,5.4,5.4,5,18.9,4.82
10-06-2010,63,32.6,27.6,29.5,39.7,33.7,35.8,11.5,11.5,13,12.8,4.21
11-06-2010,63,33,27.1,29.3,40.5,33.5,35.4,6.7,6.7,9,14.8,4.2
12-06-2010,63,31.1,26.2,27.9,37.3,31.7,33.1,14.3,14.3,13,17.6,3.31
13-06-2010,63,29.1,25.8,26.9,34.4,31,32.3,22.6,22.6,21,14.5,1.61
14-06-2010,63,28.4,25.4,26.6,34.2,30.6,32,26.9,26.9,20,12.9,1.68
15-06-2010,61,31.9,25.3,27.9,37.8,30.8,33.7,4.3,4.3,12,12.9,2.86
16-06-2010,63,30.4,24.8,27.3,35.3,29.8,32.4,22.5,22.5,14,22,2.32
17-06-2010,53,32.1,27,28.7,38.9,32,34.5,2.2,2.2,3,16.7,2.94
18-06-2010,63,30.4,25.4,27,36.3,31.1,32.6,22.1,22.1,17,17.3,1.95
19-06-2010,63,29.2,24.9,26.6,34.3,29.6,31.8,23.3,23.3,20,16.1,1.58
20-06-2010,63,29.2,25.3,26.8,34.2,30.4,32.1,23.2,23.2,20,16.2,1.84
21-06-2010,53,31.9,26.2,28.7,38.7,31,34.2,3.9,3.9,12,15.9,3.33
22-06-2010,63,31.9,26.8,28.8,37.9,32,34.2,6.3,6.3,6,17.4,3.87
23-06-2010,53,31.6,26,28.3,37.7,31,33.6,3.8,3.8,11,17.1,3.36
24-06-2010,61,31,25.6,27.9,36.1,30.9,32.9,10.6,10.6,15,15.9,3.11
25-06-2010,53,29.9,26,27.8,33.4,30.2,31.5,4,4,14,28.7,3.21
26-06-2010,63,28.6,25.8,27.1,33.5,30,31.3,20.4,20.4,22,25,1.7
27-06-2010,63,30.6,26.1,27.8,35,30.2,32.2,13.5,13.5,16,22.4,2.7
28-06-2010,63,29.8,26,27.2,34.4,30.7,32.1,26.6,26.6,20,22.2,2.05
29-06-2010,63,28.5,25.1,26.5,34.6,30.1,32.2,47.3,47.3,19,13.1,0.9
30-06-2010,61,29.9,26.3,27.9,35.7,31.6,33.3,8.2,8.2,14,16.2,2.87
01-07-2010,63,31.5,25.6,27.9,38.2,30.7,33.4,14.9,14.9,16,14,3.54
02-07-2010,63,30.6,26.5,28,35.6,31.4,33,10.4,10.4,8,16.3,3.01
03-07-2010,63,30.8,25.8,27.9,35.6,31.1,32.9,7.8,7.8,13,18.5,3.49
04-07-2010,61,31.4,25.3,28.3,38.6,30.6,33.9,4,4,9,12.1,3.88
05-07-2010,63,31.3,26.7,28.4,38.7,31.6,33.9,4.6,4.6,4,13.4,3.83
06-07-2010,61,31.3,25.6,27.9,37.5,30.5,32.7,5.6,5.6,8,20.2,4.19
07-07-2010,63,31.2,26.1,28.2,37.5,31.1,33.2,5.4,5.4,8,17.3,4
08-07-2010,53,32.4,26.1,29,38.5,32.1,34.5,0.7,0.7,2,17.1,4.74
09-07-2010,51,32,26.9,29,37.1,32.2,34,0.7,0.7,5,17.2,4.37
10-07-2010,53,31.8,26.8,28.9,38,32,34,2.5,2.5,10,18.2,4.29
11-07-2010,63,30.5,26.4,27.7,36.2,31.4,33.1,19.2,19.2,17,16.8,2.28
12-07-2010,63,27.5,25.3,26.3,33.4,30.8,32,31.2,31.2,24,14.4,0.91
13-07-2010,63,31.7,25.2,27.5,37.7,29.9,32.9,16.1,16.1,17,15.8,3.35
14-07-2010,61,31.3,25.9,28.2,38,31,33.5,4.9,4.9,7,16.5,3.56
15-07-2010,51,31.4,26.4,28.7,36.9,31.9,34.2,1.5,1.5,8,13.4,3.77
16-07-2010,51,32.1,26.8,29.3,39.4,32.8,35.3,0.7,0.7,4,13.1,4.49
17-07-2010,51,32.7,27.1,29.8,38.2,33.4,35.6,0.3,0.3,1,13,4.64
18-07-2010,53,32.2,27.3,29.1,39,33.2,34.9,2.1,2.1,7,12.9,3.7
19-07-2010,63,31.3,26.9,28.4,37.7,32.1,33.9,6.3,6.3,6,17.7,3.48
20-07-2010,63,31,26.4,27.9,37.8,31.5,33.1,12.4,12.4,13,16.4,3.2
21-07-2010,55,29.8,26.3,27.8,35,31.4,32.7,2.1,2.1,9,20.4,2.8
22-07-2010,61,31.4,25.9,28.2,37.5,30.9,33.1,2.5,2.5,7,16,3.57
23-07-2010,63,30.3,26.4,27.8,35.7,31.5,33,11.7,11.7,12,15,2.99
24-07-2010,51,31.8,26.2,28.5,35.4,30.9,32.6,1.7,1.7,8,20.9,4.31
25-07-2010,55,30.1,25.9,27.6,35.1,28.9,30.9,2.3,2.3,4,28.4,3.22
26-07-2010,61,30.4,26,27.7,34.6,29.2,31,4.6,4.6,8,27.7,3.67
27-07-2010,55,32.1,25.8,28.9,37.5,30.4,34,2.4,2.4,6,16.8,4.76
28-07-2010,3,32.9,26.1,29.6,40.1,32.8,36,0,0,0,9.9,5.19
29-07-2010,61,31,26.4,28.4,36.2,31.5,33.9,5.4,5.4,13,15.8,3.22
30-07-2010,63,30.2,25.4,27,35.2,30.2,31.8,15.7,15.7,16,17.5,2.44
31-07-2010,63,27.9,24.8,26.2,33.2,30,31.3,28.9,28.9,23,14.5,1.6
01-08-2010,61,28.7,24.9,26.6,33.2,29.8,31.4,7.7,7.7,17,16.2,2.23
02-08-2010,53,29.6,25.5,27.7,34.9,31,33,1.1,1.1,2,11.2,2.88
03-08-2010,51,31,25.9,28.3,37.3,31.2,33.6,0.2,0.2,2,16.5,3.89
04-08-2010,53,31.4,25.8,28,38,31.4,33.7,4.3,4.3,15,11.9,3.42
05-08-2010,63,31,25.6,27.5,35.6,30.2,31.7,8.3,8.3,9,23.9,3.73
06-08-2010,3,31.7,26,28.3,38,30.8,33.1,0,0,0,19.9,4.5
07-08-2010,55,31.7,25.9,28.6,39.7,31.6,34.6,2.5,2.5,8,11.8,4.51
08-08-2010,2,32.4,26.3,29.5,39.5,32.6,35.6,0,0,0,9.6,4.8
09-08-2010,51,32.9,27.1,30,41.5,33.6,36.8,0.4,0.4,1,8.7,4.61
10-08-2010,51,33.3,27.4,30.4,41.2,34.3,37.3,0.6,0.6,3,8.3,4.67
11-08-2010,63,32.1,27.8,29.1,38.7,34.2,35.7,4.8,4.8,6,10.7,3.08
12-08-2010,61,31.1,26.5,28.5,36.5,32.3,34.3,9.6,9.6,12,12.2,2.97
13-08-2010,61,30,25.4,27.6,35.8,30.8,33,11.1,11.1,14,13.4,2.53
14-08-2010,61,29.5,25.5,27.2,35.2,31.2,32.8,9.5,9.5,19,13.7,2.39
15-08-2010,63,31.3,25.7,27.7,36.7,31.2,33,14.7,14.7,12,18.5,3.17
16-08-2010,63,31.5,26.3,28.1,36.8,31.7,33.5,5.2,5.2,8,16.4,3.25
17-08-2010,51,30.7,26.3,28,35.2,31.2,32.9,2.9,2.9,11,22.5,3.26
18-08-2010,61,31.9,26.2,28.3,37.2,30.9,33.2,3.5,3.5,3,16.6,4.12
19-08-2010,61,31.7,26.4,27.7,39.1,31.6,33.3,6.9,6.9,12,14.2,2.61
20-08-2010,61,31.2,26.1,28,36.9,31.7,33.4,7.5,7.5,11,15.5,3.61
21-08-2010,63,31.7,26.2,28.2,38,31.7,33.8,6.5,6.5,11,14.8,3.1
22-08-2010,63,31.7,26.7,28.8,37.4,32,34.4,5.5,5.5,8,15,3.47
23-08-2010,53,32.5,26.6,29,39.7,32.5,35.6,2.5,2.5,7,10.1,3.76
24-08-2010,63,33,26.7,29.4,39.2,33.9,36.4,6.8,6.8,11,5.4,3.56
25-08-2010,61,32.6,26.4,28.5,39.5,32.3,35,9.2,9.2,14,8.7,3.43
26-08-2010,61,31.6,25.5,28.5,37.6,31.2,33.9,5.3,5.3,5,14.2,4.05
27-08-2010,63,31,25.9,27.8,38.2,31.1,33.1,9.2,9.2,7,16.6,3.5
28-08-2010,61,31.1,25.7,28,37.1,31.3,33.5,3.7,3.7,10,13.7,2.97
29-08-2010,53,31.8,25.9,28.3,37.9,31.5,34.1,1.8,1.8,7,10.2,3.67
30-08-2010,53,31.3,26.1,28.4,37.2,31,33.5,1.8,1.8,5,16.8,3.95
31-08-2010,53,31.3,25.8,28.1,37.7,30.1,32.6,2.5,2.5,7,17.4,3.93
01-09-2010,51,31.7,26,28.6,38.3,30.5,33.9,0.3,0.3,3,16.8,3.94
02-09-2010,51,32.4,26.5,29.3,39.7,32.9,35.6,0.4,0.4,2,9.7,4.32
03-09-2010,51,31.5,26.4,28.7,36.8,32.7,34.4,0.8,0.8,5,13.3,3.5
04-09-2010,55,30.7,26.1,27.7,37.1,31.3,32.9,7.3,7.3,17,15.2,2.68
05-09-2010,61,31,26.1,27.9,37.2,31.1,33,4.9,4.9,9,18,3.27
06-09-2010,51,31.2,25.7,28.3,38.6,30.8,33.8,0.3,0.3,3,14,3.83
07-09-2010,63,31.2,26.6,28.5,37.3,31.5,33.4,7.8,7.8,3,17.1,3.54
08-09-2010,63,31,26.5,27.8,37,31.2,32.6,7.7,7.7,7,18.6,2.89
09-09-2010,63,29.9,25.4,27.4,35.2,30.8,32.8,14.3,14.3,16,12.7,2.25
10-09-2010,61,30.7,25.7,27.8,36.3,31,33.1,9.3,9.3,10,13.8,2.8
11-09-2010,55,31.1,25.7,28.3,37.6,31.2,33.8,2.7,2.7,8,13.8,3.44
12-09-2010,61,31.1,25.4,27.8,39.7,31.2,34,3.2,3.2,9,8.6,3.04
13-09-2010,63,30.4,25.2,27.1,37.1,31,32.8,12.1,12.1,17,11.8,2.74
14-09-2010,61,28.7,24.7,26,34.4,29.5,31.2,15.1,15.1,23,16.5,1.84
15-09-2010,61,28.8,24.7,26,34.6,29.6,31.3,16.3,16.3,22,11.6,1.87
16-09-2010,61,29.4,24.5,26.1,34,29.4,31,12.2,12.2,22,16.3,2.08
17-09-2010,61,30.6,25,26.9,35.1,29.7,31.4,8.5,8.5,9,17.1,3.15
18-09-2010,63,30.2,25.1,26.6,35.1,29.6,31.1,10.2,10.2,13,17.7,2.4
19-09-2010,63,29.5,24.4,26,34.1,28.9,31.1,21.4,21.4,19,14,2.06
20-09-2010,63,30,24.9,26.5,36,30.4,32.1,11.3,11.3,13,9.2,2.49
21-09-2010,63,30.9,25.3,27.3,36.8,31.1,33.1,6.9,6.9,9,9.6,2.53
22-09-2010,61,31.3,24.4,27.5,39.5,30.6,33.9,7.5,7.5,14,5.8,3.22
23-09-2010,51,31.8,24.5,28.1,38.8,30.2,34.1,1.1,1.1,6,6.8,4.15
24-09-2010,63,31.2,25.6,27.8,36.9,31,33.3,5.2,5.2,8,12.6,3.32
25-09-2010,63,30.6,24.6,26.7,36.3,29.8,32,11.3,11.3,16,10.5,2.59
26-09-2010,63,30.9,24.5,26.8,36.5,29.4,32.2,10.9,10.9,11,10.8,2.53
27-09-2010,61,32.3,24.5,27.7,38.8,30.1,33.4,6.3,6.3,6,11.4,3.42
28-09-2010,61,31.5,24.8,27.7,38.4,29.8,33.6,5.1,5.1,8,10.3,2.96
29-09-2010,51,32.1,24.9,28.3,39.1,30.7,34.7,0.5,0.5,3,7.9,3.92
30-09-2010,55,31.5,25.5,27.9,39.2,31.8,34.1,2.5,2.5,10,10.7,3.38
01-10-2010,51,31.6,25.2,28.3,38.2,31.3,34.6,0.8,0.8,4,6.9,3.79
02-10-2010,51,32.3,25.5,29,39.2,31.7,35.5,1.3,1.3,7,6.6,3.74
03-10-2010,1,33.4,25.4,29.6,40.6,31.4,36.1,0,0,0,6.9,4.57
04-10-2010,55,33.8,25.5,29.4,42,31.4,35.8,1.5,1.5,3,7.6,4.28
05-10-2010,63,33.1,25.5,29,41.4,31.3,35.8,12,12,9,12.4,4.16
06-10-2010,63,26.7,24.8,25.6,33.2,29.1,30.6,21.2,21.2,23,11.6,0.96
07-10-2010,63,25.1,23.9,24.4,29,27,28,43,43,24,18.9,0.76
08-10-2010,63,27,23.9,24.9,30.2,27.2,28.4,47,47,23,27.5,0.85
09-10-2010,3,28.5,23.1,25.6,32.7,26.2,29.3,0,0,0,15.6,2.54
10-10-2010,51,31,22.5,26.7,36.2,26.9,31.7,0.2,0.2,2,7.5,3.78
11-10-2010,51,31.5,23.4,27.1,37.6,28.2,32.3,0.2,0.2,1,9,3.84
12-10-2010,2,31.6,22.8,27.1,36.6,27,31.9,0,0,0,7.6,3.38
13-10-2010,53,30.9,25,27.7,36.2,30,32.9,0.6,0.6,1,9,2.94
14-10-2010,61,32.1,25.8,28.2,37.9,30.7,34.2,4.1,4.1,7,7.8,2.78
15-10-2010,63,31.8,25.2,27.3,37.8,30.9,33.1,11.9,11.9,9,13.5,3
16-10-2010,51,30.8,25.1,27.5,37.1,30.2,33,1.3,1.3,5,10.1,3.26
